Word	VersionNum	WordType	Block	Word_ID_unique	RTclean_mean	RTclean_sd	Rtclean_n	zRTclean_mean	zRTclean_sd	zRTclean_n	ACC	ACC_n	Concrete_rating
uneventful	10	Abstract	1	100169	1059.48	398.38	29	0.07	0.89	29	90.63	32	1.74
uneventfully	3	Abstract	1	30237	1096.53	437.01	30	-0.01	0.87	30	96.77	31	1.78
unexamined	2	Abstract	1	20133	1155.41	521.16	27	0.18	0.96	27	87.10	31	2.11
unfailing	8	Abstract	2	80480	893.03	269.95	31	-0.33	0.62	31	100.00	31	2.43
unfairly	9	Abstract	3	90691	905.27	307.30	30	-0.21	1.00	30	100.00	30	1.55
unfairness	5	Abstract	2	50452	979.00	364.34	32	-0.10	0.96	32	100.00	32	1.67
unfaithful	5	Abstract	1	50250	968.03	414.92	30	-0.15	1.03	30	93.75	32	1.93
unfamiliar	2	Abstract	2	20393	970.23	413.55	31	-0.14	1.10	31	100.00	31	1.83
unfeeling	9	Abstract	4	90921	869.37	291.79	30	-0.29	0.73	30	100.00	30	2.17
unfinished	10	Abstract	2	100382	968.10	351.10	29	-0.07	0.92	29	90.63	32	2.34
unfit	1	Abstract	2	10383	980.63	419.80	24	-0.23	1.00	24	77.42	31	1.89
unforeseen	3	Abstract	1	30188	1052.48	312.11	31	-0.04	0.73	31	100.00	31	1.83
unforgettable	3	Abstract	3	30667	1046.52	418.62	31	0.11	1.04	31	100.00	31	1.6
unforgivable	10	Abstract	2	100431	990.58	439.40	31	-0.18	0.92	31	96.88	32	1.32
unformed	9	Abstract	2	90421	1130.56	373.75	27	0.49	1.05	27	96.67	30	2.07
unfortunate	9	Abstract	2	90432	990.07	300.62	29	0.00	0.66	29	96.67	30	1.78
unfounded	9	Abstract	3	90686	934.97	344.24	30	-0.13	1.06	30	100.00	30	1.89
unfulfilled	4	Abstract	2	40442	918.90	298.03	31	-0.29	0.77	31	96.88	32	1.63
unfurl	4	Concrete	4	40873	1187.50	483.51	8	0.61	1.38	8	21.88	32	3.75
ungainly	3	Abstract	1	30211	1066.65	427.89	31	-0.11	0.75	31	100.00	31	2.04
unglamorous	2	Abstract	1	20240	1067.25	408.92	28	0.03	0.73	28	90.32	31	2.12
ungodly	6	Abstract	4	60973	919.07	265.21	30	-0.30	0.57	30	96.77	31	1.56
ungracious	8	Abstract	4	80980	947.58	297.36	31	-0.02	0.97	31	100.00	31	2.07
ungrateful	7	Abstract	1	70144	1096.40	347.30	30	0.11	0.82	30	100.00	31	1.63
unguarded	9	Abstract	4	90946	1115.96	369.62	25	0.62	1.16	25	90.00	30	2.08
unguided	10	Abstract	2	100445	996.94	392.87	31	-0.10	0.83	31	96.88	32	2.38
unhappy	8	Abstract	4	80995	891.48	360.49	31	-0.32	0.88	31	100.00	31	2.04
unheard	10	Abstract	2	100395	1028.17	470.94	30	-0.08	0.97	30	93.75	32	2.22
unheeded	1	Abstract	1	10196	1203.24	485.20	25	0.34	1.06	25	83.87	31	2.08
unholy	7	Abstract	3	70667	897.87	440.60	31	-0.37	0.77	31	100.00	31	1.52
unhurriedly	2	Abstract	2	20479	1054.27	407.47	30	0.22	0.87	30	96.77	31	1.89
unhurt	7	Abstract	4	70929	924.43	367.32	28	-0.04	0.97	28	90.32	31	2.15
unicorn	10	Concrete	2	100302	851.22	236.22	27	-0.50	0.79	27	84.38	32	3.62
unified	3	Abstract	3	30671	1117.39	498.83	31	0.23	1.06	31	100.00	31	2.07
unify	8	Abstract	4	80996	920.90	330.20	30	-0.23	0.88	30	96.77	31	2.33
unifying	9	Abstract	1	90147	1160.64	371.68	28	0.30	1.02	28	93.33	30	1.96
unimpaired	5	Abstract	3	50664	1095.33	558.27	27	0.11	1.08	27	90.63	32	2.37
unimportant	1	Abstract	1	10127	1015.47	339.03	30	-0.02	0.77	30	100.00	31	1.83
unimpressive	6	Abstract	1	60177	1072.07	451.80	30	-0.09	0.94	30	96.77	31	1.97
unimproved	1	Abstract	2	10499	1080.39	516.85	31	0.10	1.17	31	100.00	31	2.3
uninformed	7	Abstract	2	70405	1156.41	434.65	29	0.55	1.11	29	96.77	31	2
uninhabitable	4	Abstract	1	40134	1263.44	369.92	25	0.75	1.06	25	87.50	32	2.27
uninhibited	5	Abstract	4	50955	940.32	339.36	31	-0.16	0.91	31	100.00	32	1.67
uninspired	8	Abstract	4	80928	956.74	383.09	31	-0.09	0.89	31	100.00	31	1.33
unintended	5	Abstract	2	50447	1010.06	468.99	32	-0.01	1.09	32	100.00	32	1.9
uninterested	4	Abstract	1	40164	999.59	317.07	29	-0.02	1.04	29	90.63	32	1.73
uninvited	7	Abstract	4	70961	951.81	412.24	31	-0.08	1.06	31	100.00	31	2.39
unionize	2	Abstract	2	20426	1061.17	403.56	23	0.38	1.01	23	83.87	31	2.24
uniquely	8	Abstract	1	80135	945.42	373.85	31	-0.27	0.91	31	100.00	31	2.03
uniqueness	4	Abstract	1	40133	1077.03	385.85	30	0.12	0.96	30	100.00	32	1.87
unity	4	Abstract	4	40999	1061.45	380.97	29	0.33	1.02	29	93.75	32	2.23
universe	2	Concrete	4	20875	1044.21	355.01	24	0.25	0.93	24	77.42	31	3.85
university	4	Concrete	1	40063	930.88	235.50	32	-0.28	0.72	32	100.00	32	4.65
unkind	4	Abstract	3	40730	879.29	262.87	31	-0.31	0.77	31	96.88	32	2.22
unkindly	9	Abstract	1	90181	927.73	260.62	30	-0.45	0.71	30	100.00	30	1.81
unknowing	9	Abstract	3	90736	1018.54	408.74	28	-0.02	0.90	28	100.00	30	1.43
unlawfully	3	Abstract	1	30245	1096.00	449.55	31	-0.02	1.02	31	100.00	31	1.76
unlearn	1	Abstract	2	10468	1069.30	400.06	30	0.19	0.94	30	96.77	31	1.86
unleash	9	Concrete	3	90612	1443.75	529.42	8	1.43	0.84	8	26.67	30	3.55
unleashed	8	Abstract	3	80693	1088.54	346.64	24	0.26	0.84	24	80.65	31	2.24
unlimited	9	Abstract	2	90496	886.67	275.24	27	-0.35	0.80	27	93.33	30	1.88
unlisted	7	Abstract	2	70494	1058.59	351.87	27	0.39	1.06	27	87.10	31	2.46
unlock	9	Concrete	4	90754	968.05	323.62	21	-0.04	0.79	21	76.67	30	4.11
unlocking	1	Concrete	1	10047	1142.44	348.85	18	0.20	0.89	18	58.06	31	4.28
unloose	9	Abstract	3	90683	1181.44	443.01	18	0.65	1.27	18	56.67	30	2.46
unloosen	9	Abstract	1	90247	1146.94	451.71	16	0.28	1.29	16	53.33	30	2.32
unlucky	9	Abstract	1	90163	985.00	305.32	28	-0.25	0.79	28	96.67	30	1.79
unmanly	9	Abstract	2	90498	1112.62	402.87	26	0.42	1.20	26	93.33	30	2.38
unmatched	5	Abstract	2	50414	1124.67	407.64	30	0.36	0.93	30	93.75	32	2.31
unmistakable	6	Abstract	4	60966	981.23	476.81	30	-0.13	0.97	30	96.77	31	1.73
unmitigated	6	Abstract	1	60183	1241.80	499.42	25	0.38	0.89	25	87.10	31	2
unnamed	3	Abstract	4	30990	1122.57	469.71	28	0.38	1.05	28	87.10	31	2.39
unnatural	10	Abstract	2	100387	1000.58	424.98	31	-0.15	0.83	31	100.00	32	1.41
unnaturally	1	Abstract	2	10398	1053.94	433.69	31	-0.03	0.85	31	100.00	31	1.8
unnecessary	10	Abstract	4	100966	833.72	285.65	32	-0.56	0.75	32	100.00	32	1.56
unneeded	7	Abstract	4	70975	1004.94	394.08	31	0.13	1.07	31	100.00	31	1.72
unnerve	7	Abstract	3	70749	1004.41	328.51	29	0.10	0.96	29	93.55	31	2.12
unnoticed	6	Abstract	1	60137	1218.35	402.46	26	0.37	0.89	26	83.87	31	2.25
unobtrusive	5	Abstract	1	50213	1125.93	389.21	29	0.42	1.11	29	90.63	32	2.11
unofficial	1	Abstract	2	10476	1048.97	352.08	29	0.16	1.01	29	93.55	31	1.61
unorthodox	7	Abstract	2	70414	1126.00	356.62	25	0.63	0.97	25	87.10	31	1.46
unpaved	9	Concrete	3	90522	1007.81	288.16	21	0.26	1.01	21	73.33	30	4.12
unpick	10	Abstract	3	100666	1046.00	390.02	17	0.18	0.97	17	53.13	32	2.39
unpleasant	9	Abstract	1	90215	1079.31	369.79	29	0.04	1.01	29	100.00	30	1.91
unpopular	7	Abstract	3	70750	858.90	202.49	30	-0.42	0.60	30	96.77	31	2.07
unprejudiced	3	Abstract	3	30684	1028.32	475.21	28	0.03	1.02	28	93.55	31	1.89
unprepared	5	Abstract	3	50736	1022.68	435.36	31	-0.07	1.02	31	96.88	32	2.07
unpretentious	3	Abstract	4	30948	939.69	292.40	29	-0.07	0.83	29	96.77	31	1.76
unprincipled	5	Abstract	3	50731	1082.87	407.81	30	0.10	0.97	30	96.88	32	1.48
unprotected	3	Abstract	2	30439	1045.60	481.86	25	-0.08	0.85	25	83.87	31	2.32
unproved	3	Abstract	1	30180	1230.34	496.06	29	0.34	0.88	29	93.55	31	1.96
unprovoked	10	Abstract	1	100170	1130.11	523.11	28	0.15	1.02	28	87.50	32	1.72
unpunished	2	Abstract	4	20938	1006.45	387.68	31	0.13	0.90	31	100.00	31	2.28
unqualified	7	Abstract	2	70378	1043.55	439.67	31	0.13	0.93	31	100.00	31	1.97
unquote	2	Abstract	1	20154	1072.54	473.04	26	0.06	0.92	26	83.87	31	2.19
unreadable	4	Abstract	4	40945	960.93	337.13	30	0.08	0.96	30	93.75	32	2.3
unreal	1	Abstract	1	10137	1109.17	478.54	30	0.21	1.06	30	96.77	31	1.52
unrealistic	8	Abstract	4	80943	886.77	345.13	31	-0.35	0.70	31	100.00	31	1.89
unreasonable	2	Abstract	1	20217	1040.90	353.32	31	-0.02	0.93	31	100.00	31	1.6
unreasoning	6	Abstract	1	60188	1072.30	382.47	30	-0.06	0.90	30	96.77	31	1.79
unredeemed	3	Abstract	4	30898	1053.28	447.12	29	0.26	1.17	29	100.00	31	1.54
unrelated	10	Abstract	2	100497	887.71	245.49	31	-0.41	0.62	31	96.88	32	1.74
unreliable	2	Abstract	3	20719	997.87	396.21	30	0.01	0.95	30	100.00	31	1.83
unrequited	3	Abstract	1	30234	1258.61	496.76	31	0.38	0.87	31	100.00	31	2
unresolved	4	Abstract	3	40636	995.00	373.00	32	0.09	1.12	32	96.88	32	1.87
unrest	7	Abstract	3	70733	947.93	326.42	28	-0.18	0.75	28	90.32	31	2.24
unrivalled	7	Abstract	4	70966	937.75	361.55	28	-0.06	1.05	28	90.32	31	1.65
unromantic	10	Abstract	3	100676	1066.53	448.28	30	0.11	0.86	30	93.75	32	1.86
unruly	2	Abstract	2	20498	876.58	397.61	31	-0.47	0.92	31	100.00	31	2.27
unsaddle	8	Concrete	3	80512	1212.68	325.22	19	0.69	0.93	19	61.29	31	3.79
unsaid	5	Abstract	4	50886	935.30	376.85	30	-0.23	0.92	30	100.00	32	2.1
unsalted	9	Concrete	1	90111	1253.67	402.66	27	0.57	1.10	27	86.67	30	3.9
unsavory	10	Abstract	1	100133	961.86	320.63	22	-0.25	0.75	22	71.88	32	1.75
unscrewing	7	Concrete	3	70593	1119.83	361.30	24	0.28	0.76	24	77.42	31	3.97
unsealed	6	Concrete	3	60535	1156.41	381.47	17	0.31	0.80	17	54.84	31	3.68
unseeing	1	Abstract	4	10876	989.29	445.52	31	-0.01	1.14	31	100.00	31	2.32
unseemly	9	Abstract	1	90244	957.07	281.56	29	-0.32	0.76	29	96.67	30	1.68
unseen	2	Abstract	2	20468	922.28	366.82	29	-0.15	0.86	29	93.55	31	1.67
unselfish	7	Abstract	1	70190	1055.74	393.47	31	-0.02	0.90	31	100.00	31	1.5
unsettle	6	Abstract	3	60699	976.69	345.57	29	-0.18	0.72	29	93.55	31	2.16
unsettling	10	Abstract	4	100969	971.32	320.10	31	-0.03	0.94	31	96.88	32	1.42
unshakable	8	Abstract	4	80986	1120.41	395.91	29	0.44	0.99	29	93.55	31	2.07
unshaved	8	Concrete	1	80012	1104.50	419.68	26	0.16	1.05	26	80.65	31	4.25
unshaven	1	Concrete	3	10596	1162.76	472.57	21	0.42	0.95	21	70.97	31	4.24
unsheathe	10	Concrete	4	100812	1530.71	499.85	7	1.30	1.16	7	21.88	32	3.76
unshelled	5	Concrete	4	50779	1274.58	370.39	19	1.02	1.19	19	56.25	32	4.17
unsociable	2	Abstract	3	20666	1012.77	315.75	31	0.11	0.93	31	100.00	31	1.85
unsocial	1	Abstract	3	10722	921.68	391.09	31	-0.28	1.00	31	100.00	31	2
unsolved	6	Abstract	4	60988	897.67	328.25	30	-0.33	0.96	30	96.77	31	2
unsound	1	Abstract	2	10474	1064.75	465.72	28	0.11	0.94	28	93.55	31	1.74
unspoken	3	Abstract	3	30628	1050.10	363.58	30	0.06	0.79	30	96.77	31	2.21
unsuccessful	10	Abstract	1	100127	1000.03	357.07	30	-0.14	0.80	30	93.75	32	2.25
unsuitable	6	Abstract	1	60234	1205.27	500.76	30	0.25	0.85	30	96.77	31	1.52
unsuited	7	Abstract	3	70700	1085.40	369.11	25	0.45	1.02	25	80.65	31	2.31
unsung	5	Abstract	1	50238	1210.59	456.26	29	0.62	1.01	29	96.88	32	1.77
unsure	10	Abstract	1	100150	1019.00	344.24	30	-0.08	0.94	30	96.88	32	2
untapped	1	Abstract	1	10147	1243.21	509.59	24	0.52	0.98	24	77.42	31	2.21
untie	3	Concrete	4	30804	1247.95	286.13	20	0.99	1.04	20	67.74	31	3.89
untimely	4	Abstract	2	40419	1021.77	337.73	31	0.00	0.79	31	96.88	32	2
untiring	9	Abstract	1	90166	1091.76	447.33	25	0.05	0.88	25	83.33	30	2.04
untold	4	Abstract	4	40942	964.59	398.04	32	0.08	1.04	32	100.00	32	1.76
untouchable	3	Abstract	2	30393	1031.14	396.46	29	0.03	0.88	29	93.55	31	2.29
untrained	7	Abstract	3	70728	1150.45	444.78	31	0.44	1.00	31	100.00	31	2.41
untrue	5	Abstract	4	50879	857.50	275.87	32	-0.43	0.63	32	100.00	32	2.11
untruth	1	Abstract	4	10964	869.60	277.64	30	-0.33	0.81	30	100.00	31	2.21
untruthful	7	Abstract	3	70635	865.00	274.20	30	-0.40	0.70	30	96.77	31	1.76
unusual	5	Abstract	1	50215	911.58	233.25	31	-0.21	0.68	31	96.88	32	2.21
unusually	10	Abstract	2	100477	976.52	413.30	31	-0.19	1.12	31	100.00	32	1.81
unutterably	2	Abstract	3	20734	1044.00	460.83	30	0.17	1.06	30	96.77	31	1.89
unveiling	3	Abstract	3	30674	1030.23	428.36	22	0.13	1.09	22	70.97	31	2.48
unwanted	10	Abstract	1	100201	1104.00	395.42	31	0.16	0.70	31	96.88	32	2
unwelcome	7	Abstract	3	70727	1033.69	473.63	29	0.01	1.13	29	93.55	31	2
unwieldy	9	Abstract	1	90170	1040.50	365.97	28	-0.15	0.68	28	100.00	30	2.22
unwilling	4	Abstract	2	40394	894.09	232.62	32	-0.34	0.71	32	100.00	32	1.61
unwise	4	Abstract	3	40704	903.55	231.89	31	-0.22	0.62	31	96.88	32	1.69
unwitting	8	Abstract	2	80408	1042.47	425.58	30	0.14	1.07	30	96.77	31	1.59
unworkable	4	Abstract	3	40684	1135.08	335.20	26	0.71	1.16	26	81.25	32	1.92
unwrinkled	3	Concrete	4	30800	1183.72	332.03	18	0.81	1.12	18	58.06	31	3.62
unwritten	2	Abstract	4	20977	1032.89	417.74	28	0.22	1.21	28	90.32	31	2.14
unzip	4	Concrete	2	40282	1022.39	295.64	31	0.10	0.81	31	96.88	32	3.96
upbeat	4	Abstract	3	40718	975.27	223.01	22	0.18	0.86	22	75.00	32	1.93
upbringing	4	Abstract	2	40478	1087.19	393.27	26	0.31	0.85	26	81.25	32	2
upgrade	10	Abstract	4	100981	1186.60	449.39	25	0.64	1.12	25	78.13	32	2.36
upheld	5	Abstract	4	50895	1008.00	326.66	29	0.06	0.85	29	90.63	32	2.04
upholstery	4	Concrete	1	40057	987.52	312.00	23	-0.08	1.12	23	75.00	32	4.65
upkeep	5	Abstract	4	50952	960.50	250.62	28	-0.06	0.76	28	93.75	32	2.44
uplift	8	Abstract	1	80159	1021.23	264.89	22	0.01	0.80	22	70.97	31	2.34
uplifting	2	Abstract	3	20747	1091.38	406.53	26	0.29	1.15	26	83.87	31	1.96
uppercut	6	Concrete	2	60275	1061.20	328.93	25	0.05	0.55	25	87.10	31	4.04
uppity	1	Abstract	1	10209	1081.47	464.94	30	0.05	0.92	30	96.77	31	2.29
uprising	10	Abstract	4	100955	995.61	313.53	28	0.09	1.00	28	87.50	32	2.41
uptight	9	Abstract	1	90171	1087.08	293.26	24	0.25	0.83	24	80.00	30	1.86
urbane	8	Abstract	1	80243	1301.06	446.51	17	0.71	1.18	17	54.84	31	1.48
urchin	8	Concrete	2	80310	950.80	275.04	25	0.03	0.95	25	80.65	31	4.25
urethane	9	Concrete	4	90756	1280.65	365.69	20	1.26	1.22	20	70.00	30	3.72
urethra	4	Concrete	2	40306	1002.57	213.63	28	0.09	0.62	28	87.50	32	4.37
urge	2	Abstract	3	20695	892.45	283.26	29	-0.37	0.64	29	93.55	31	1.93
urgency	4	Abstract	3	40695	869.90	275.95	30	-0.30	0.83	30	96.88	32	2.03
urgently	10	Abstract	3	100698	892.67	315.68	27	-0.39	0.85	27	87.50	32	2.1
urging	8	Abstract	3	80669	971.90	356.29	29	-0.02	1.03	29	93.55	31	2.1
urinal	1	Concrete	4	10794	904.86	287.64	29	-0.27	0.70	29	93.55	31	4.6
urinate	6	Concrete	4	60752	923.04	309.65	28	-0.23	0.83	28	90.32	31	4.46
urination	7	Concrete	1	70009	1064.72	357.94	29	0.06	0.87	29	93.55	31	4.32
usable	7	Abstract	3	70693	1011.00	300.06	27	-0.01	0.66	27	93.55	31	2
usefully	9	Abstract	1	90131	1126.87	421.59	30	0.16	0.96	30	100.00	30	2.04
usefulness	7	Abstract	4	70906	861.77	301.37	30	-0.37	0.65	30	96.77	31	1.86
useless	10	Abstract	1	100145	850.71	264.38	24	-0.64	0.66	24	78.13	32	1.78
usher	8	Concrete	3	80576	879.27	244.14	26	-0.34	0.50	26	87.10	31	4.38
usually	9	Abstract	4	90883	778.04	222.79	28	-0.57	0.67	28	93.33	30	2.04
usurp	6	Abstract	4	60997	1071.86	436.27	22	0.12	0.83	22	70.97	31	2.32
usurping	9	Abstract	3	90720	1120.32	396.34	28	0.57	1.14	28	93.33	30	2.12
uterus	3	Concrete	1	30031	893.32	233.99	31	-0.56	0.49	31	100.00	31	4.71
utilitarian	1	Abstract	2	10376	1279.88	447.52	17	0.69	1.02	17	58.06	31	2.31
utilize	2	Abstract	1	20179	1080.20	408.31	25	0.17	1.05	25	83.87	31	1.96
utopia	7	Abstract	1	70141	1190.74	319.38	23	0.35	0.84	23	74.19	31	1.71
utterly	5	Abstract	4	50882	881.28	258.90	32	-0.33	0.73	32	100.00	32	1.69
vacantly	7	Abstract	1	70205	1280.89	417.13	27	0.65	1.28	27	83.87	31	2.46
vacationer	10	Concrete	3	100528	1092.97	479.65	30	0.35	1.14	30	93.75	32	4.07
vaccination	8	Concrete	3	80583	1073.70	357.55	23	0.32	1.07	23	77.42	31	4.24
vagabond	9	Concrete	4	90872	1076.25	331.89	24	0.31	0.93	24	76.67	30	3.8
vaginal	4	Concrete	2	40279	1090.60	399.36	25	0.39	1.21	25	78.13	32	3.66
vague	1	Abstract	1	10128	895.13	197.45	30	-0.35	0.61	30	96.77	31	1.55
vaguely	10	Abstract	4	100876	918.42	363.00	31	-0.25	0.81	31	96.88	32	1.74
vagueness	8	Abstract	3	80716	1061.35	435.87	31	0.18	1.09	31	100.00	31	1.82
vainly	8	Abstract	4	80927	914.50	323.57	30	-0.20	0.86	30	96.77	31	1.62
valance	7	Concrete	1	70047	1659.14	577.11	7	1.51	1.49	7	19.35	31	3.85
valiantly	6	Abstract	3	60729	881.20	337.50	30	-0.45	0.80	30	96.77	31	1.6
valid	5	Abstract	1	50188	1013.19	283.64	27	0.09	0.69	27	84.38	32	2.27
validate	8	Abstract	1	80209	1050.00	303.35	28	0.03	0.68	28	93.55	31	2.18
validation	10	Abstract	2	100454	1074.69	356.30	29	0.17	0.85	29	90.63	32	2.24
validity	5	Abstract	1	50235	973.69	285.56	29	-0.01	0.94	29	93.75	32	1.89
valor	5	Abstract	4	50953	992.30	423.94	20	0.00	1.29	20	65.63	32	1.85
valuable	4	Abstract	2	40392	887.67	210.21	27	-0.30	0.77	27	84.38	32	2.22
value	5	Abstract	2	50495	1010.23	312.27	22	0.22	0.96	22	68.75	32	1.62
valued	4	Abstract	3	40744	894.74	254.98	31	-0.24	0.58	31	96.88	32	1.56
valve	5	Concrete	1	50048	1040.10	336.17	29	0.07	0.76	29	90.63	32	4.83
vanishing	8	Abstract	3	80694	967.54	372.91	24	-0.03	0.92	24	87.10	31	2.36
vanity	10	Abstract	1	100194	1013.12	276.34	25	-0.13	0.98	25	78.13	32	2.15
vanquish	5	Abstract	3	50738	1092.38	439.11	29	0.13	0.97	29	93.75	32	2.21
vantage	1	Abstract	2	10415	1128.73	364.38	22	0.30	0.76	22	74.19	31	1.93
vaporous	5	Abstract	3	50638	1198.80	486.49	20	0.56	1.18	20	62.50	32	2.44
variably	9	Abstract	2	90490	942.30	283.44	30	-0.10	0.94	30	100.00	30	2.07
variance	8	Abstract	2	80417	1037.39	422.80	28	0.02	1.11	28	90.32	31	1.84
variation	9	Abstract	4	90996	1033.21	389.74	29	0.22	1.08	29	96.67	30	2.46
varicose	5	Concrete	3	50525	1176.22	231.88	18	0.37	0.66	18	59.38	32	3.84
variety	2	Abstract	3	20746	934.20	376.73	30	-0.22	0.91	30	96.77	31	2.13
varnish	4	Concrete	2	40273	1155.33	448.47	24	0.37	1.04	24	75.00	32	4.12
vary	10	Abstract	2	100488	888.23	297.30	30	-0.44	0.84	30	93.75	32	1.93
vasectomy	6	Concrete	4	60779	1005.59	411.78	27	0.08	0.84	27	87.10	31	4.46
vaseline	10	Concrete	2	100343	993.10	285.47	30	-0.05	0.85	30	93.75	32	4.9
vast	4	Abstract	1	40165	1069.79	416.44	24	-0.01	0.90	24	75.00	32	2.1
vastly	4	Abstract	3	40677	824.42	294.99	31	-0.50	0.79	31	96.88	32	1.93
vastness	7	Abstract	1	70206	1116.04	414.69	27	0.19	1.02	27	87.10	31	2.21
vegetable	4	Concrete	4	40758	732.55	136.79	31	-0.71	0.49	31	100.00	32	4.89
vegetation	3	Concrete	4	30810	939.96	256.83	27	-0.03	0.74	27	87.10	31	4.45
vehement	3	Abstract	1	30221	1181.92	483.41	25	0.10	0.78	25	80.65	31	1.92
vehemently	6	Abstract	1	60189	1272.14	498.83	28	0.32	0.87	28	93.55	31	1.72
velocity	6	Abstract	4	60948	1047.43	463.83	23	0.11	1.08	23	74.19	31	2.27
velvet	8	Concrete	1	80009	843.23	286.78	30	-0.63	0.68	30	96.77	31	4.44
velvety	10	Concrete	2	100270	999.64	276.54	22	0.12	0.75	22	71.88	32	3.9
vendetta	8	Abstract	2	80492	1066.22	378.35	18	0.23	0.64	18	64.52	31	2.08
vendor	1	Concrete	1	10052	846.63	248.89	27	-0.56	0.64	27	87.10	31	4.5
venerable	4	Abstract	3	40700	942.93	232.56	30	-0.04	0.70	30	96.88	32	1.74
veneration	2	Abstract	1	20175	1368.22	411.66	23	1.06	1.22	23	77.42	31	1.65
vengeance	8	Abstract	4	80932	927.00	269.43	31	-0.13	0.83	31	100.00	31	2.04
vengeful	4	Abstract	2	40384	1041.55	413.64	31	0.06	0.98	31	96.88	32	2.21
venom	7	Concrete	1	70100	977.61	258.73	28	-0.21	0.71	28	90.32	31	4.62
ventilator	8	Concrete	4	80866	997.10	315.74	30	0.06	0.80	30	96.77	31	4.04
ventricle	2	Concrete	3	20561	1071.46	311.44	28	0.37	0.77	28	90.32	31	4.36
ventriloquism	3	Concrete	4	30790	1209.15	462.14	20	0.78	1.20	20	67.74	31	3.55
ventriloquist	10	Concrete	4	100752	1217.00	579.47	29	0.75	1.28	29	87.50	32	4.44
veracity	8	Abstract	4	80981	1052.83	522.66	30	0.09	1.06	30	96.77	31	1.5
veranda	1	Concrete	4	10842	978.96	369.96	26	0.05	0.94	26	83.87	31	4.54
verbally	6	Abstract	1	60157	966.86	304.90	21	-0.35	0.85	21	67.74	31	2.37
verbose	8	Abstract	2	80428	1105.08	347.36	25	0.25	0.60	25	80.65	31	1.88
verdict	2	Abstract	4	20904	1087.20	387.54	25	0.34	1.14	25	80.65	31	2.19
verge	6	Abstract	4	60903	911.48	312.12	25	-0.28	0.61	25	80.65	31	2.32
verification	10	Abstract	2	100433	1141.26	430.49	31	0.27	0.96	31	93.75	32	2.45
verify	2	Abstract	1	20234	1053.55	433.44	29	-0.02	0.89	29	93.55	31	2.1
veritable	1	Abstract	3	10627	1081.57	410.37	28	0.17	0.90	28	93.55	31	1.82
vermicelli	4	Concrete	3	40551	1091.96	303.87	25	0.54	0.97	25	78.13	32	4.52
vermin	8	Concrete	4	80838	951.60	275.90	25	-0.01	0.74	25	80.65	31	4.48
vernacular	2	Abstract	1	20183	1289.76	464.01	21	0.59	0.84	21	70.97	31	2.46
versatile	5	Abstract	1	50151	951.38	225.77	29	-0.16	0.60	29	93.75	32	2.04
versed	3	Abstract	4	30949	1028.89	346.70	28	0.20	0.88	28	90.32	31	1.96
version	4	Abstract	2	40408	1052.17	394.51	23	0.12	0.86	23	71.88	32	1.7
vertebra	4	Concrete	3	40600	1032.50	341.92	30	0.27	0.88	30	93.75	32	4.45
vertebrae	5	Concrete	2	50346	901.65	253.13	31	-0.31	0.74	31	96.88	32	4.64
vertically	6	Concrete	2	60370	1198.50	357.64	16	0.55	0.74	16	54.84	31	3.63
vertices	7	Concrete	1	70044	1323.47	448.33	19	0.95	1.14	19	61.29	31	3.71
vestibule	9	Concrete	1	90100	1084.32	279.19	25	0.19	1.02	25	83.33	30	4.37
vestige	3	Abstract	2	30491	1196.63	485.84	24	0.47	1.14	24	77.42	31	2.28
vesting	1	Abstract	1	10240	1203.78	353.01	23	0.56	0.86	23	77.42	31	2.22
vet	4	Concrete	1	40122	807.55	198.54	31	-0.60	0.69	31	96.88	32	4.55
veterinarian	6	Concrete	3	60511	1045.86	472.79	29	0.09	1.14	29	93.55	31	4.46
viability	9	Abstract	4	90947	1075.66	472.94	29	0.42	1.44	29	100.00	30	1.93
vibes	10	Abstract	3	100636	1179.41	485.68	22	0.53	0.91	22	68.75	32	2.48
vibrant	1	Abstract	4	10878	968.59	324.67	22	0.12	0.82	22	74.19	31	2.38
vibrate	10	Concrete	3	100542	1029.70	449.04	27	-0.03	0.94	27	81.25	32	4
vibrating	10	Concrete	2	100375	1210.56	389.65	25	0.54	0.71	25	78.13	32	3.59
vibration	1	Concrete	4	10809	1183.08	487.05	25	0.51	1.13	25	77.42	31	3.61
vibrator	9	Concrete	1	90044	980.45	390.87	29	-0.31	0.96	29	96.67	30	4.64
vicarious	9	Abstract	3	90698	958.86	376.64	29	-0.05	0.92	29	96.67	30	1.33
vicariously	7	Abstract	2	70415	1015.52	288.67	31	0.19	0.88	31	100.00	31	1.48
vice	2	Abstract	2	20376	1029.89	315.32	19	0.42	1.09	19	58.06	31	2.46
vicinity	6	Abstract	1	60227	1223.33	547.12	21	0.22	0.99	21	67.74	31	2.37
viciously	3	Abstract	4	30903	954.58	508.23	31	-0.14	1.13	31	100.00	31	2.32
victim	2	Concrete	3	20574	965.52	489.29	27	-0.18	1.21	27	90.32	31	3.59
victimize	6	Abstract	2	60378	1085.07	460.78	29	0.17	0.93	29	93.55	31	2.45
victorious	7	Abstract	3	70697	893.67	341.15	30	-0.34	0.83	30	96.77	31	2.25
videotape	10	Concrete	3	100523	899.48	463.18	31	-0.47	1.03	31	96.88	32	4.92
viewfinder	6	Concrete	3	60505	1115.50	448.94	26	0.24	1.04	26	90.32	31	4.44
