verb,chapter,category,subcategory,extra_specifications,page
autograph,25.3,image creation verbs,illustrate verbs,,p. 171
brand,25.3,image creation verbs,illustrate verbs,,p. 171
date,25.3,image creation verbs,illustrate verbs,,p. 171
decorate,25.3,image creation verbs,illustrate verbs,,p. 171
embellish,25.3,image creation verbs,illustrate verbs,,p. 171
endorse,25.3,image creation verbs,illustrate verbs,,p. 171
illuminate,25.3,image creation verbs,illustrate verbs,,p. 171
illustrate,25.3,image creation verbs,illustrate verbs,,p. 171
initial,25.3,image creation verbs,illustrate verbs,,p. 171
label,25.3,image creation verbs,illustrate verbs,,p. 171
letter,25.3,image creation verbs,illustrate verbs,,p. 171
monogram,25.3,image creation verbs,illustrate verbs,,p. 171
ornament,25.3,image creation verbs,illustrate verbs,,p. 171
tag,25.3,image creation verbs,illustrate verbs,,p. 171
copy,25.4,image creation verbs,transcribe verbs,,p. 171
film,25.4,image creation verbs,transcribe verbs,,p. 171
forge (signature),25.4,image creation verbs,transcribe verbs,,p. 171
microfilm,25.4,image creation verbs,transcribe verbs,,p. 171
photocopy,25.4,image creation verbs,transcribe verbs,,p. 171
photograph,25.4,image creation verbs,transcribe verbs,,p. 171
record,25.4,image creation verbs,transcribe verbs,,p. 171
tape,25.4,image creation verbs,transcribe verbs,,p. 171
televise,25.4,image creation verbs,transcribe verbs,,p. 171
transcribe,25.4,image creation verbs,transcribe verbs,,p. 171
type,25.4,image creation verbs,transcribe verbs,,p. 171
arrange,26.1,verbs of creation and transformation,build verbs,,p. 173
assemble,26.1,verbs of creation and transformation,build verbs,,p. 173
bake,26.1,verbs of creation and transformation,build verbs,,p. 173
"blow (bubbles, glass)",26.1,verbs of creation and transformation,build verbs,,p. 173
build,26.1,verbs of creation and transformation,build verbs,,p. 173
carve,26.1,verbs of creation and transformation,build verbs,,p. 173
cast,26.1,verbs of creation and transformation,build verbs,,p. 173
chisel,26.1,verbs of creation and transformation,build verbs,,p. 173
churn,26.1,verbs of creation and transformation,build verbs,,p. 173
compile,26.1,verbs of creation and transformation,build verbs,,p. 173
cook,26.1,verbs of creation and transformation,build verbs,,p. 173
crochet,26.1,verbs of creation and transformation,build verbs,,p. 173
cut,26.1,verbs of creation and transformation,build verbs,,p. 173
develop,26.1,verbs of creation and transformation,build verbs,,p. 173
embroider,26.1,verbs of creation and transformation,build verbs,,p. 173
fashion,26.1,verbs of creation and transformation,build verbs,,p. 173
fold,26.1,verbs of creation and transformation,build verbs,,p. 173
forge (metal),26.1,verbs of creation and transformation,build verbs,,p. 173
grind,26.1,verbs of creation and transformation,build verbs,,p. 173
grow,26.1,verbs of creation and transformation,build verbs,,p. 173
hack,26.1,verbs of creation and transformation,build verbs,,p. 173
hammer,26.1,verbs of creation and transformation,build verbs,,p. 173
hatch,26.1,verbs of creation and transformation,build verbs,,p. 173
knit,26.1,verbs of creation and transformation,build verbs,,p. 173
make,26.1,verbs of creation and transformation,build verbs,,p. 173
mold,26.1,verbs of creation and transformation,build verbs,,p. 173
pound,26.1,verbs of creation and transformation,build verbs,,p. 173
roll,26.1,verbs of creation and transformation,build verbs,,p. 173
sculpt,26.1,verbs of creation and transformation,build verbs,,p. 173
sew,26.1,verbs of creation and transformation,build verbs,,p. 173
shape,26.1,verbs of creation and transformation,build verbs,,p. 173
spin (wool),26.1,verbs of creation and transformation,build verbs,,p. 173
stitch,26.1,verbs of creation and transformation,build verbs,,p. 173
weave,26.1,verbs of creation and transformation,build verbs,,p. 173
whittle,26.1,verbs of creation and transformation,build verbs,,p. 173
develop,26.2,verbs of creation and transformation,grow verbs,,p. 174
evolve,26.2,verbs of creation and transformation,grow verbs,,p. 174
grow,26.2,verbs of creation and transformation,grow verbs,,p. 174
hatch,26.2,verbs of creation and transformation,grow verbs,,p. 174
mature,26.2,verbs of creation and transformation,grow verbs,,p. 174
bake (cake),26.3,verbs of creation and transformation,verbs of preparing,,p. 175
blend (drink),26.3,verbs of creation and transformation,verbs of preparing,,p. 175
"boil (egg, tea)",26.3,verbs of creation and transformation,verbs of preparing,,p. 175
brew (coffee),26.3,verbs of creation and transformation,verbs of preparing,,p. 175
clean,26.3,verbs of creation and transformation,verbs of preparing,,p. 175
clear (path),26.3,verbs of creation and transformation,verbs of preparing,,p. 175
cook (meal),26.3,verbs of creation and transformation,verbs of preparing,,p. 175
fix (meal),26.3,verbs of creation and transformation,verbs of preparing,,p. 175
fry (egg),26.3,verbs of creation and transformation,verbs of preparing,,p. 175
grill,26.3,verbs of creation and transformation,verbs of preparing,,p. 175
hardboil (egg),26.3,verbs of creation and transformation,verbs of preparing,,p. 175
iron,26.3,verbs of creation and transformation,verbs of preparing,,p. 175
light (fire),26.3,verbs of creation and transformation,verbs of preparing,,p. 175
mix (drink),26.3,verbs of creation and transformation,verbs of preparing,,p. 175
poach (egg),26.3,verbs of creation and transformation,verbs of preparing,,p. 175
pour (drink),26.3,verbs of creation and transformation,verbs of preparing,,p. 175
prepare (meal),26.3,verbs of creation and transformation,verbs of preparing,,p. 175
roast (chicken),26.3,verbs of creation and transformation,verbs of preparing,,p. 175
roll,26.3,verbs of creation and transformation,verbs of preparing,,p. 175
run (bath),26.3,verbs of creation and transformation,verbs of preparing,,p. 175
scramble (egg),26.3,verbs of creation and transformation,verbs of preparing,,p. 175
set (table),26.3,verbs of creation and transformation,verbs of preparing,,p. 175
softboil (egg),26.3,verbs of creation and transformation,verbs of preparing,,p. 175
toast,26.3,verbs of creation and transformation,verbs of preparing,,p. 175
toss (salad),26.3,verbs of creation and transformation,verbs of preparing,,p. 175
wash,26.3,verbs of creation and transformation,verbs of preparing,,p. 175
coin,26.4,verbs of creation and transformation,create verbs,,p. 175
compose,26.4,verbs of creation and transformation,create verbs,,p. 175
compute,26.4,verbs of creation and transformation,create verbs,,p. 175
concoct,26.4,verbs of creation and transformation,create verbs,,p. 175
construct,26.4,verbs of creation and transformation,create verbs,,p. 175
create,26.4,verbs of creation and transformation,create verbs,,p. 175
derive,26.4,verbs of creation and transformation,create verbs,,p. 175
design,26.4,verbs of creation and transformation,create verbs,,p. 175
dig,26.4,verbs of creation and transformation,create verbs,,p. 175
fabricate,26.4,verbs of creation and transformation,create verbs,,p. 175
form,26.4,verbs of creation and transformation,create verbs,,p. 175
invent,26.4,verbs of creation and transformation,create verbs,,p. 175
manufacture,26.4,verbs of creation and transformation,create verbs,,p. 175
int,26.4,verbs of creation and transformation,create verbs,,p. 175
model,26.4,verbs of creation and transformation,create verbs,,p. 175
organize,26.4,verbs of creation and transformation,create verbs,,p. 175
produce,26.4,verbs of creation and transformation,create verbs,,p. 175
recreate,26.4,verbs of creation and transformation,create verbs,,p. 175
style,26.4,verbs of creation and transformation,create verbs,,p. 175
synthesize,26.4,verbs of creation and transformation,create verbs,,p. 175
beat,26.5,verbs of creation and transformation,knead verbs,,p. 176
bend,26.5,verbs of creation and transformation,knead verbs,,p. 176
coil,26.5,verbs of creation and transformation,knead verbs,,p. 176
collect,26.5,verbs of creation and transformation,knead verbs,,p. 176
compresss,26.5,verbs of creation and transformation,knead verbs,,p. 176
fold,26.5,verbs of creation and transformation,knead verbs,,p. 176
freeze,26.5,verbs of creation and transformation,knead verbs,,p. 176
knead,26.5,verbs of creation and transformation,knead verbs,,p. 176
melt,26.5,verbs of creation and transformation,knead verbs,,p. 176
shake,26.5,verbs of creation and transformation,knead verbs,,p. 176
squash,26.5,verbs of creation and transformation,knead verbs,,p. 176
squish,26.5,verbs of creation and transformation,knead verbs,,p. 176
squeeze,26.5,verbs of creation and transformation,knead verbs,,p. 176
twirl,26.5,verbs of creation and transformation,knead verbs,,p. 176
twist,26.5,verbs of creation and transformation,knead verbs,,p. 176
wad,26.5,verbs of creation and transformation,knead verbs,,p. 176
whip,26.5,verbs of creation and transformation,knead verbs,,p. 176
wind,26.5,verbs of creation and transformation,knead verbs,,p. 176
work,26.5,verbs of creation and transformation,knead verbs,,p. 176
alter,26.6,verbs of creation and transformation,turn verbs,,p. 177
change,26.6,verbs of creation and transformation,turn verbs,,p. 177
convert,26.6,verbs of creation and transformation,turn verbs,,p. 177
metamorphose,26.6,verbs of creation and transformation,turn verbs,,p. 177
transform,26.6,verbs of creation and transformation,turn verbs,,p. 177
transmute,26.6,verbs of creation and transformation,turn verbs,,p. 177
turn,26.6,verbs of creation and transformation,turn verbs,,p. 177
chant (prayer),26.7,verbs of creation and transformation,performance verbs,,p. 178
choreograph (dance),26.7,verbs of creation and transformation,performance verbs,,p. 178
compose (symphony),26.7,verbs of creation and transformation,performance verbs,,p. 178
dance (waltz),26.7,verbs of creation and transformation,performance verbs,,p. 178
"direct (movie, play)",26.7,verbs of creation and transformation,performance verbs,,p. 178
draw (picture),26.7,verbs of creation and transformation,performance verbs,,p. 178
hum (tune),26.7,verbs of creation and transformation,performance verbs,,p. 178
intone (prayer),26.7,verbs of creation and transformation,performance verbs,,p. 178
perform (play),26.7,verbs of creation and transformation,performance verbs,,p. 178
paint (picture),26.7,verbs of creation and transformation,performance verbs,,p. 178
"play (music, game)",26.7,verbs of creation and transformation,performance verbs,,p. 178
produce (movie),26.7,verbs of creation and transformation,performance verbs,,p. 178
recite (poem),26.7,verbs of creation and transformation,performance verbs,,p. 178
silkscreen,26.7,verbs of creation and transformation,performance verbs,,p. 178
sing (song),26.7,verbs of creation and transformation,performance verbs,,p. 178
spin (story),26.7,verbs of creation and transformation,performance verbs,,p. 178
take (picture),26.7,verbs of creation and transformation,performance verbs,,p. 178
whistle (tune),26.7,verbs of creation and transformation,performance verbs,,p. 178
write (book),26.7,verbs of creation and transformation,performance verbs,,p. 178
beget,27,engender verbs,,,p. 179
cause,27,engender verbs,,,p. 179
create,27,engender verbs,,,p. 179
engender,27,engender verbs,,,p. 179
generate,27,engender verbs,,,p. 179
shape,27,engender verbs,,,p. 179
spawn,27,engender verbs,,,p. 179
calve,28,calve verbs,,,p. 180
cub,28,calve verbs,,,p. 180
fawn,28,calve verbs,,,p. 180
foal,28,calve verbs,,,p. 180
kitten,28,calve verbs,,,p. 180
lamb,28,calve verbs,,,p. 180
litter,28,calve verbs,,,p. 180
pup,28,calve verbs,,,p. 180
spawn,28,calve verbs,,,p. 180
whelp,28,calve verbs,,,p. 180
acknowledge,29.1,verbs with predicative complements,appoint verbs,,p. 181
adopt,29.1,verbs with predicative complements,appoint verbs,,p. 181
appoint,29.1,verbs with predicative complements,appoint verbs,,p. 181
consider,29.1,verbs with predicative complements,appoint verbs,,p. 181
crown,29.1,verbs with predicative complements,appoint verbs,,p. 181
deem,29.1,verbs with predicative complements,appoint verbs,,p. 181
designate,29.1,verbs with predicative complements,appoint verbs,,p. 181
elect,29.1,verbs with predicative complements,appoint verbs,,p. 181
esteem,29.1,verbs with predicative complements,appoint verbs,,p. 181
imagine,29.1,verbs with predicative complements,appoint verbs,,p. 181
mark,29.1,verbs with predicative complements,appoint verbs,,p. 181
nominate,29.1,verbs with predicative complements,appoint verbs,,p. 181
ordain,29.1,verbs with predicative complements,appoint verbs,,p. 181
proclaim,29.1,verbs with predicative complements,appoint verbs,,p. 181
rate,29.1,verbs with predicative complements,appoint verbs,,p. 181
reckon,29.1,verbs with predicative complements,appoint verbs,,p. 181
report,29.1,verbs with predicative complements,appoint verbs,,p. 181
want,29.1,verbs with predicative complements,appoint verbs,,p. 181
accept,29.2,verbs with predicative complements,characterize verbs,,p. 181
address,29.2,verbs with predicative complements,characterize verbs,,p. 181
appreciate,29.2,verbs with predicative complements,characterize verbs,,p. 181
bill,29.2,verbs with predicative complements,characterize verbs,,p. 181
cast,29.2,verbs with predicative complements,characterize verbs,,p. 181
certify,29.2,verbs with predicative complements,characterize verbs,,p. 181
characterize,29.2,verbs with predicative complements,characterize verbs,,p. 181
choose,29.2,verbs with predicative complements,characterize verbs,,p. 181
cite,29.2,verbs with predicative complements,characterize verbs,,p. 181
class,29.2,verbs with predicative complements,characterize verbs,,p. 181
classify,29.2,verbs with predicative complements,characterize verbs,,p. 181
confirm,29.2,verbs with predicative complements,characterize verbs,,p. 181
count,29.2,verbs with predicative complements,characterize verbs,,p. 181
define,29.2,verbs with predicative complements,characterize verbs,,p. 181
describe,29.2,verbs with predicative complements,characterize verbs,,p. 181
diagnose,29.2,verbs with predicative complements,characterize verbs,,p. 181
disguise,29.2,verbs with predicative complements,characterize verbs,,p. 181
employ,29.2,verbs with predicative complements,characterize verbs,,p. 181
engage,29.2,verbs with predicative complements,characterize verbs,,p. 181
enlist,29.2,verbs with predicative complements,characterize verbs,,p. 181
enroll,29.2,verbs with predicative complements,characterize verbs,,p. 181
enter,29.2,verbs with predicative complements,characterize verbs,,p. 181
envisage,29.2,verbs with predicative complements,characterize verbs,,p. 181
establish,29.2,verbs with predicative complements,characterize verbs,,p. 181
esteem,29.2,verbs with predicative complements,characterize verbs,,p. 181
hail,29.2,verbs with predicative complements,characterize verbs,,p. 181
herald,29.2,verbs with predicative complements,characterize verbs,,p. 181
hire,29.2,verbs with predicative complements,characterize verbs,,p. 181
honor,29.2,verbs with predicative complements,characterize verbs,,p. 181
identify,29.2,verbs with predicative complements,characterize verbs,,p. 181
imagine,29.2,verbs with predicative complements,characterize verbs,,p. 181
incorporate,29.2,verbs with predicative complements,characterize verbs,,p. 181
induct,29.2,verbs with predicative complements,characterize verbs,,p. 181
intend,29.2,verbs with predicative complements,characterize verbs,,p. 181
lampoon,29.2,verbs with predicative complements,characterize verbs,,p. 181
offer,29.2,verbs with predicative complements,characterize verbs,,p. 181
oppose,29.2,verbs with predicative complements,characterize verbs,,p. 181
paint,29.2,verbs with predicative complements,characterize verbs,,p. 181
portray,29.2,verbs with predicative complements,characterize verbs,,p. 181
praise,29.2,verbs with predicative complements,characterize verbs,,p. 181
